epoch,steps,accuracy_cosinus,accuracy_manhattan,accuracy_euclidean
0,500,0.9926296789720228,0.9926028192015127,0.9926601200452677
0,1000,0.994943200538628,0.9950112452905869,0.9949951294282808
0,1500,0.9962074004039709,0.9962557479908891,0.9962647012477259
